id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-03 08:47:08,34.45,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-03 08:47:43,36.85,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-03 08:48:20,33.43,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-03 08:48:53,34.14,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-03 08:49:27,35.22,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-03 08:50:03,64.79,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-03 08:51:08,153.97,PASSED 



