id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-04 08:52:41,38.12,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-04 08:53:19,36.69,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-04 08:53:56,33.7,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-04 08:54:29,34.18,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-04 08:55:03,35.4,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-04 08:55:39,64.95,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-04 08:56:44,158.75,PASSED 



