id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-11 11:48:51,4.98,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-11 11:48:56,5.53,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-11 11:49:02,5.64,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-11 11:49:08,5.88,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-11 11:49:14,5.53,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-11 11:49:19,10.66,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-11 11:49:30,69.48,PASSED 



