id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-04-14 10:04:32,6.35,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-04-14 10:04:38,106.4,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-04-14 10:06:25,65.94,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-04-14 10:07:31,11.82,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-04-14 10:07:43,57.62,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-04-14 10:08:40,22.34,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-04-14 10:09:03,57.45,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-04-14 10:10:00,26.67,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-04-14 10:10:27,3.19,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-04-14 10:10:30,21.6,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-04-14 10:10:52,100.57,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-04-14 10:12:32,67.21,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-04-14 10:13:40,9.59,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-04-14 10:13:49,94.6,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-04-14 10:15:24,16.16,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-04-14 10:15:40,97.01,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-04-14 10:17:17,73.09,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-04-14 10:18:30,61.02,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-04-14 10:19:31,155.54,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-04-14 10:22:07,0.64,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-04-14 10:22:08,56.39,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-04-14 10:23:04,79.44,BLOCKED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-04-14 10:24:23,30.13,BLOCKED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-04-14 10:24:54,29.7,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-04-14 10:25:23,29.36,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-04-14 10:25:53,29.69,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-04-14 10:26:23,29.23,BLOCKED 



