id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-04-14 06:44:42,6.44,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-04-14 06:44:49,115.76,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-04-14 06:46:45,65.45,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-04-14 06:47:50,11.6,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-04-14 06:48:02,57.03,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-04-14 06:48:59,22.95,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-04-14 06:49:22,57.17,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-04-14 06:50:19,26.39,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-04-14 06:50:45,2.96,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-04-14 06:50:48,43.36,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-04-14 06:51:32,97.69,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-04-14 06:53:09,67.37,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-04-14 06:54:17,8.82,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-04-14 06:54:26,94.52,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-04-14 06:56:00,16.46,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-04-14 06:56:17,97.29,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-04-14 06:57:54,73.25,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-04-14 06:59:07,62.11,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-04-14 07:00:10,157.73,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-04-14 07:02:47,0.53,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-04-14 07:02:48,190.26,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-04-14 07:05:58,165.44,BLOCKED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-04-14 07:08:44,164.88,BLOCKED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-04-14 07:11:29,165.16,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-04-14 07:14:14,164.6,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-04-14 07:16:59,166.59,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-04-14 07:19:45,164.59,BLOCKED 



