id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-04-14 07:24:11,27.55,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-04-14 07:24:38,33.31,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-04-14 07:25:12,35.88,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-04-14 07:25:48,35.12,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-04-14 07:26:23,35.44,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-04-14 07:26:58,64.69,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-04-14 07:28:03,163.37,BLOCKED 



