id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-04-11 10:00:39,6.17,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-04-11 10:00:46,147.97,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-04-11 10:03:14,75.97,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-04-11 10:04:30,11.22,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-04-11 10:04:41,55.53,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-04-11 10:05:36,22.09,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-04-11 10:05:59,55.74,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-04-11 10:06:54,26.14,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-04-11 10:07:20,2.98,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-04-11 10:07:23,18.1,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-04-11 10:07:42,95.58,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-04-11 10:09:17,65.62,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-04-11 10:10:23,8.64,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-04-11 10:10:32,92.87,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-04-11 10:12:04,16.16,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-04-11 10:12:21,95.17,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-04-11 10:13:56,72.79,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-04-11 10:15:09,60.81,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-04-11 10:16:10,125.38,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-04-11 10:18:15,0.57,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-04-11 10:18:16,85.31,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-04-11 10:19:41,164.69,BLOCKED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-04-11 10:22:26,164.81,BLOCKED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-04-11 10:25:11,166.29,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-04-11 10:27:57,165.87,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-04-11 10:30:44,166.65,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-04-11 10:33:31,170.17,BLOCKED 



