id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-04-12 09:32:45,1.12,FAILED 
docker_plugin_install,"Validate docker plugin install",1,2022-04-12 09:32:46,0.91,FAILED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-04-12 09:32:47,0.89,FAILED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-04-12 09:32:48,0.9,FAILED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-04-12 09:32:49,0.89,FAILED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-04-12 09:32:50,0.89,FAILED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-04-12 09:32:50,160.12,BLOCKED 



