id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-05-04 08:15:52,6.29,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-05-04 08:15:58,155.22,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-05-04 08:18:34,66.14,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-05-04 08:19:40,12.04,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-05-04 08:19:52,57.1,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-05-04 08:20:49,22.07,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-05-04 08:21:11,57.53,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-05-04 08:22:09,27.47,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-05-04 08:22:36,2.97,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-05-04 08:22:39,20.68,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-05-04 08:23:00,97.77,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-05-04 08:24:38,67.42,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-05-04 08:25:45,8.68,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-05-04 08:25:54,95.39,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-05-04 08:27:29,16.35,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-05-04 08:27:46,97.8,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-05-04 08:29:24,73.91,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-05-04 08:30:37,61.93,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-05-04 08:31:39,167.52,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-05-04 08:34:27,0.53,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-05-04 08:34:28,55.38,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-05-04 08:35:23,79.17,BLOCKED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-05-04 08:36:42,30.33,BLOCKED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-05-04 08:37:13,28.43,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-05-04 08:37:41,29.78,BLOCKED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-05-04 08:38:11,30.69,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-05-04 08:38:42,29.43,BLOCKED 



