id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-23 10:07:14,36.85,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-23 10:07:51,34.89,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-23 10:08:26,33.47,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-23 10:09:00,34.16,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-23 10:09:34,35.52,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-23 10:10:09,66.22,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-23 10:11:16,160.68,PASSED 



