id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-04 08:58:33,40.88,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-04 08:59:14,34.91,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-04 08:59:49,34.2,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-04 09:00:23,34.18,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-04 09:00:57,35.55,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-04 09:01:33,65.87,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-04 09:02:39,170.64,PASSED 



