id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-05-30 09:26:17,6.37,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-05-30 09:26:23,165.48,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-05-30 09:29:09,75.09,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-05-30 09:30:24,12.61,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-05-30 09:30:36,65.16,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-05-30 09:31:42,25.96,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-05-30 09:32:08,66.03,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-05-30 09:33:14,30.34,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-05-30 09:33:44,3.28,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-05-30 09:33:47,24.02,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-05-30 09:34:11,110.29,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-05-30 09:36:02,75.94,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-05-30 09:37:18,9.5,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-05-30 09:37:27,109.47,FAILED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-05-30 09:39:17,17.64,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-05-30 09:39:34,110.43,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-05-30 09:41:25,84.05,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-05-30 09:42:49,70.66,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-05-30 09:44:00,176.77,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-05-30 09:46:56,0.58,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-05-30 09:46:57,98.65,BLOCKED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-05-30 09:48:36,90.59,PASSED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-05-30 09:50:06,181.21,PASSED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-05-30 09:53:08,182.19,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-05-30 09:56:10,207.05,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-05-30 09:59:37,185.9,BLOCKED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-05-30 10:02:43,175.49,PASSED 



