id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-04 08:57:37,36.7,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-04 08:58:13,35.66,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-04 08:58:49,33.17,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-04 08:59:22,33.76,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-04 08:59:56,35.61,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-04 09:00:32,64.49,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-04 09:01:36,163.56,PASSED 



