id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-09 07:53:55,42.06,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-09 07:54:37,33.66,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-09 07:55:11,33.08,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-09 07:55:44,34.16,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-09 07:56:18,34.85,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-09 07:56:53,64.5,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-09 07:57:58,162.58,PASSED 



