id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-30 10:06:21,39.42,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-30 10:07:01,33.63,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-30 10:07:34,33.65,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-30 10:08:08,33.73,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-30 10:08:42,35.24,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-30 10:09:17,64.77,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-30 10:10:22,163.84,PASSED 



