id, title, cycle, startTime, duration, outcome
apt_fail_noarg,"Validate apt plugin fetures(prepare, list, install, remove finalize) without arguments",1,2022-05-04 08:06:28,0.58,PASSED 
apt_finalize,"Validate apt plugin finalize - dense version",1,2022-05-04 08:06:29,15.52,PASSED 
apt_install,"Validate apt plugin prepare - dense version",1,2022-05-04 08:06:44,9.39,PASSED 
apt_install_fail,"Validate apt plugin prepare - failing",1,2022-05-04 08:06:54,1.36,PASSED 
apt_install_local_file,"Validate apt plugin install from local file - SUCCESS case",1,2022-05-04 08:06:55,6.19,PASSED 
apt_install_local_file_fail,"Validate apt plugin install from local file - FAIL case",1,2022-05-04 08:07:01,4.87,PASSED 
apt_install_local_file_with_version,"Validate apt plugin install from local file AND with a version - SUCCESS case",1,2022-05-04 08:07:06,6.22,PASSED 
apt_install_local_file_with_version_fail,"Validate apt plugin install from local file AND with a version - FAIL case",1,2022-05-04 08:07:12,5.84,PASSED 
apt_list_format,"Validate apt plugin list output format",1,2022-05-04 08:07:18,0.55,PASSED 
apt_prepare,"Validate apt plugin install - dense version",1,2022-05-04 08:07:19,1.75,PASSED 
apt_prepare_install_finalize,"Validate apt plugin install use case",1,2022-05-04 08:07:21,12.3,PASSED 
apt_remove,"Validate apt plugin prepare - dense version",1,2022-05-04 08:07:33,8.43,PASSED 
apt_remove_fail,"Validate apt plugin prepare - failing",1,2022-05-04 08:07:41,1.26,PASSED 
apt_sequence_install_with_version,"Validate apt plugin install with version use case",1,2022-05-04 08:07:43,11.22,PASSED 
apt_sequence_install_with_version_fail,"Validate apt plugin install with version fails use case",1,2022-05-04 08:07:54,1.66,PASSED 
apt_sequence_remove,"Validate apt plugin prepare install remove finalize use case",1,2022-05-04 08:07:55,11.19,PASSED 
apt_sequence_remove_with_version,"Validate apt plugin remove with version use case",1,2022-05-04 08:08:07,9.46,PASSED 
apt_sequence_remove_with_version_fail,"Validate apt plugin remove with version fails when the version not found",1,2022-05-04 08:08:16,8.49,PASSED 
apt_update_list,"Validate apt plugin update-list command use case",1,2022-05-04 08:08:25,20.26,PASSED 
apt_wrong_option,"Validate apt plugin install",1,2022-05-04 08:08:45,0.1,PASSED 
SoftwareManagement.sm_apt_install_download_path,"Install package to directory specified in tedge config set tmp.path",1,2022-05-04 08:08:45,128.65,PASSED 
SoftwareManagement.sm_apt_install_fail,"Validate end to end behaviour for a failing installation",1,2022-05-04 08:10:54,45.51,PASSED 
SoftwareManagement.sm_apt_install_remove,"Validate end to end behaviour for the apt plugin for installation and removal of packages",1,2022-05-04 08:11:39,58.42,PASSED 
SoftwareManagement.sm_apt_install_remove_default,"Validate end to end behaviour for the default plugin for installation and removal of packages",1,2022-05-04 08:12:38,58.32,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple,"Validate end to end behaviour for the apt plugin for multiple packages",1,2022-05-04 08:13:36,61.72,PASSED 
SoftwareManagement.sm_apt_install_remove_multiple_mixed,"Validate end to end behaviour for the apt plugin for multiple packages with mixed versions",1,2022-05-04 08:14:38,77.21,PASSED 
SoftwareManagement.sm_apt_install_remove_with_version,"Validate end to end behaviour for the apt plugin for packages with version",1,2022-05-04 08:15:55,62.87,PASSED 



