id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-02 15:22:18,4.58,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-02 15:22:23,4.93,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-02 15:22:28,4.77,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-02 15:22:33,5.2,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-02 15:22:38,5.08,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-02 15:22:43,9.4,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-02 15:22:52,66.22,PASSED 



